ts,src_ip,src_port,dst_ip,dst_port,proto,service,duration,src_bytes,dst_bytes,conn_state,missed_bytes,src_pkts,dst_pkts,src_ip_bytes,dst_ip_bytes,label,type
1610017445.9045904,192.168.1.10,47601,8.8.8.8,6666,tcp,mqtt,0.0001,163,386,SF,0,999,6,797,784,1,scanning
1610017454.5454545,192.168.1.5,24022,8.8.8.8,80,tcp,ssl,0.8153848669943753,373,445,SF,0,14,9,698,514,0,normal
1610017463.1863186,192.168.1.5,11953,8.8.8.8,9999,tcp,ssl,0.001,99999,253,SF,0,9,9,1416,840,1,ddos
1610017471.8271828,192.168.1.10,64076,8.8.8.8,8888,tcp,ssl,0.001,10,331,SF,0,8,12,737,641,1,dos
1610017480.468047,192.168.1.5,61115,10.0.0.1,9999,tcp,http,0.001,99999,431,SF,0,7,9,1498,1155,1,ddos
1610017489.1089108,192.168.1.5,15866,8.8.8.8,80,tcp,ssl,1.8631002922638957,190,245,SF,0,11,9,680,974,0,normal
1610017497.749775,192.168.1.10,24543,10.0.0.1,443,tcp,ssl,1.0337660683484993,371,390,SF,0,9,7,500,783,0,normal
1610017506.390639,192.168.1.5,18417,10.0.0.1,9999,tcp,http,0.001,99999,478,SF,0,5,11,1153,1217,1,ddos
1610017515.0315032,192.168.1.10,35342,8.8.8.8,9999,tcp,http,0.001,99999,475,SF,0,8,10,1142,535,1,ddos
1610017523.6723673,192.168.1.10,10019,8.8.8.8,1883,tcp,ssl,0.7282934925573059,490,155,SF,0,5,9,851,893,0,normal
1610017532.3132312,192.168.1.10,29680,8.8.8.8,80,tcp,http,1.2158962476004405,336,472,SF,0,7,6,1020,1186,0,normal
1610017540.9540954,192.168.1.5,48958,8.8.8.8,1883,tcp,ssl,1.3669497825298196,411,129,SF,0,14,8,766,681,0,normal
1610017549.5949595,192.168.1.5,41284,8.8.8.8,80,tcp,mqtt,0.14464880659187976,113,174,SF,0,14,7,906,892,0,normal
1610017558.2358236,192.168.1.5,46293,8.8.8.8,80,tcp,http,0.8523155473260565,269,151,SF,0,9,11,1169,719,0,normal
1610017566.8766878,192.168.1.10,16591,10.0.0.1,80,tcp,mqtt,1.986012534110168,208,295,SF,0,10,13,1442,1281,0,normal
1610017575.5175517,192.168.1.5,29864,10.0.0.1,80,tcp,ssl,1.3107872114331778,425,410,SF,0,5,7,618,881,0,normal
1610017584.1584158,192.168.1.10,53577,10.0.0.1,1883,tcp,http,0.7350637316543746,417,327,SF,0,14,11,760,947,0,normal
1610017592.79928,192.168.1.10,24855,8.8.8.8,443,tcp,http,0.5750456748613828,142,237,SF,0,13,13,1041,582,0,normal
1610017601.440144,192.168.1.5,14289,10.0.0.1,80,tcp,ssl,0.4980150439914369,412,281,SF,0,13,9,1254,556,0,normal
1610017610.0810082,192.168.1.10,6448,10.0.0.1,9999,tcp,http,0.001,99999,389,SF,0,5,12,1229,1088,1,ddos
1610017618.721872,192.168.1.5,21649,10.0.0.1,80,udp,http,0.4672048121544582,174,290,SF,0,11,12,823,1390,0,normal
1610017627.3627362,192.168.1.5,15110,10.0.0.1,9999,tcp,http,0.001,99999,258,SF,0,8,11,1102,1451,1,ddos
1610017636.0036004,192.168.1.5,30211,10.0.0.1,1883,tcp,mqtt,0.7917202404112219,340,291,SF,0,6,5,1424,678,0,normal
1610017644.6444645,192.168.1.5,36953,10.0.0.1,6666,tcp,ssl,0.0001,422,277,SF,0,999,9,672,1450,1,scanning
1610017653.2853286,192.168.1.5,62916,8.8.8.8,8888,tcp,ssl,0.001,10,462,SF,0,10,14,857,1368,1,dos
1610017661.9261925,192.168.1.10,21563,8.8.8.8,443,tcp,ssl,0.18425222033943417,179,136,SF,0,10,13,1257,1306,0,normal
1610017670.5670567,192.168.1.10,57654,8.8.8.8,1883,tcp,http,0.16580235432101398,271,323,SF,0,9,13,1146,1319,0,normal
1610017679.2079208,192.168.1.10,26127,10.0.0.1,443,tcp,http,0.6080300796283398,415,259,SF,0,7,10,1155,818,0,normal
1610017687.848785,192.168.1.5,28898,8.8.8.8,6666,tcp,http,0.0001,358,308,SF,0,999,12,1339,816,1,scanning
1610017696.489649,192.168.1.5,10239,8.8.8.8,1883,tcp,ssl,1.1245851845512895,427,390,SF,0,7,8,1100,822,0,normal
1610017705.130513,192.168.1.5,40409,10.0.0.1,80,udp,mqtt,0.9658683553967089,213,348,SF,0,11,13,1483,1338,0,normal
1610017713.771377,192.168.1.10,23068,8.8.8.8,1883,tcp,ssl,0.7170565672441354,435,284,SF,0,6,6,1180,527,0,normal
1610017722.4122412,192.168.1.5,12950,10.0.0.1,8888,tcp,ssl,0.001,10,440,SF,0,12,6,988,513,1,dos
1610017731.0531054,192.168.1.10,48884,8.8.8.8,443,tcp,mqtt,1.0593992866934003,409,387,SF,0,6,11,1456,745,0,normal
1610017739.6939695,192.168.1.10,32525,10.0.0.1,9999,tcp,http,0.001,99999,325,SF,0,6,8,1190,1176,1,ddos
1610017748.3348334,192.168.1.5,30798,10.0.0.1,8888,tcp,http,0.001,10,325,SF,0,8,8,554,1123,1,dos
1610017756.9756975,192.168.1.5,26032,8.8.8.8,80,tcp,ssl,1.9493446057735238,371,107,SF,0,14,6,691,1191,0,normal
1610017765.6165617,192.168.1.10,49952,10.0.0.1,80,tcp,mqtt,1.9562569094402273,346,122,SF,0,5,13,1190,1033,0,normal
1610017774.2574258,192.168.1.5,18584,8.8.8.8,1883,tcp,ssl,0.5838761075395266,320,322,SF,0,11,6,1032,722,0,normal
1610017782.89829,192.168.1.10,25364,10.0.0.1,9999,tcp,ssl,0.001,99999,448,SF,0,6,13,606,756,1,ddos
1610017791.5391538,192.168.1.5,26000,8.8.8.8,1883,tcp,mqtt,1.0418074778127642,333,265,SF,0,10,9,941,1250,0,normal
1610017800.180018,192.168.1.5,49430,8.8.8.8,8888,tcp,mqtt,0.001,10,374,SF,0,9,9,579,1215,1,dos
1610017808.820882,192.168.1.10,60472,10.0.0.1,443,tcp,http,0.8792616058111324,494,400,SF,0,9,11,1244,1483,0,normal
1610017817.4617462,192.168.1.5,28650,8.8.8.8,80,tcp,ssl,99.0,50000,135,SF,0,8,9,1442,721,1,injection
1610017826.1026103,192.168.1.10,33744,8.8.8.8,443,tcp,mqtt,0.5411712191845816,123,276,SF,0,9,10,1150,553,0,normal
1610017834.7434742,192.168.1.5,36025,8.8.8.8,1883,tcp,mqtt,0.3183657489330056,438,287,SF,0,13,7,1456,1185,0,normal
1610017843.3843384,192.168.1.10,60813,10.0.0.1,1883,tcp,mqtt,1.1838767711052267,259,411,SF,0,5,7,1211,611,0,normal
1610017852.0252025,192.168.1.10,5724,10.0.0.1,80,tcp,mqtt,1.8719361938865124,429,419,SF,0,6,7,1110,974,0,normal
1610017860.6660666,192.168.1.5,44819,8.8.8.8,1883,tcp,ssl,0.36172362557856597,281,417,SF,0,11,5,1377,1475,0,normal
1610017869.3069308,192.168.1.10,64669,8.8.8.8,1883,udp,ssl,99.0,50000,326,SF,0,13,7,1145,584,1,injection
1610017877.9477947,192.168.1.5,56082,10.0.0.1,443,udp,ssl,0.9320037060227314,283,158,SF,0,7,8,728,1259,0,normal
1610017886.5886588,192.168.1.5,8884,10.0.0.1,80,tcp,mqtt,0.6585555204847277,451,356,SF,0,10,10,702,567,0,normal
1610017895.229523,192.168.1.5,8550,8.8.8.8,6666,tcp,http,0.0001,442,196,SF,0,999,8,1167,626,1,scanning
1610017903.870387,192.168.1.10,39351,10.0.0.1,8888,tcp,mqtt,0.001,10,308,SF,0,13,7,1181,693,1,dos
1610017912.5112512,192.168.1.10,40524,10.0.0.1,443,tcp,ssl,1.2082928267291813,449,348,SF,0,13,12,935,1480,0,normal
1610017921.152115,192.168.1.5,3537,8.8.8.8,9999,tcp,ssl,0.001,99999,432,SF,0,14,9,1278,1146,1,ddos
1610017929.7929792,192.168.1.5,8854,10.0.0.1,6666,udp,ssl,0.0001,426,360,SF,0,999,7,1209,600,1,scanning
1610017938.4338434,192.168.1.10,15805,10.0.0.1,80,tcp,http,1.2303189051103534,307,157,SF,0,14,8,1435,570,0,normal
1610017947.0747075,192.168.1.5,60141,10.0.0.1,9999,tcp,http,0.001,99999,156,SF,0,14,8,913,565,1,ddos
1610017955.7155716,192.168.1.5,57120,8.8.8.8,80,tcp,ssl,0.2648375515284964,469,269,SF,0,6,7,1195,703,0,normal
1610017964.3564355,192.168.1.10,8934,10.0.0.1,443,tcp,mqtt,1.2320422953960524,484,172,SF,0,14,13,705,1396,0,normal
1610017972.9972997,192.168.1.5,16871,8.8.8.8,443,tcp,ssl,0.11875477087453228,193,489,SF,0,8,8,1344,630,0,normal
1610017981.6381638,192.168.1.10,6673,10.0.0.1,1883,tcp,ssl,0.4961887376837253,197,440,SF,0,13,12,1110,500,0,normal
1610017990.279028,192.168.1.5,51272,10.0.0.1,1883,tcp,http,1.5840321201199037,217,121,SF,0,7,13,1008,534,0,normal
1610017998.919892,192.168.1.10,10144,8.8.8.8,80,tcp,http,0.17206210723159548,389,152,SF,0,8,11,1401,1283,0,normal
1610018007.560756,192.168.1.5,2975,8.8.8.8,1883,tcp,http,1.3286959863047636,416,156,SF,0,6,7,1267,998,0,normal
1610018016.20162,192.168.1.5,11189,8.8.8.8,1883,tcp,http,1.9044431977939156,457,481,SF,0,5,5,548,635,0,normal
1610018024.8424842,192.168.1.10,15376,8.8.8.8,8888,tcp,ssl,0.001,10,202,SF,0,9,13,660,1160,1,dos
1610018033.4833484,192.168.1.5,10770,10.0.0.1,443,tcp,mqtt,0.8925125343981917,351,211,SF,0,8,8,638,760,0,normal
1610018042.1242125,192.168.1.10,44762,8.8.8.8,1883,tcp,ssl,1.1934456250048966,347,406,SF,0,14,7,820,811,0,normal
1610018050.7650764,192.168.1.5,30021,8.8.8.8,1883,tcp,ssl,0.9557900935943041,363,360,SF,0,6,11,1422,786,0,normal
1610018059.4059405,192.168.1.10,42978,8.8.8.8,443,tcp,mqtt,1.2787176037453578,153,469,SF,0,10,14,1425,1262,0,normal
1610018068.0468047,192.168.1.10,25207,10.0.0.1,9999,tcp,ssl,0.001,99999,234,SF,0,9,13,1004,589,1,ddos
1610018076.6876688,192.168.1.10,9828,10.0.0.1,443,tcp,mqtt,0.38215784514164886,247,419,SF,0,5,11,1185,756,0,normal
1610018085.328533,192.168.1.10,28193,8.8.8.8,443,tcp,http,0.2691842836664658,145,284,SF,0,14,13,781,1226,0,normal
1610018093.9693968,192.168.1.5,1619,8.8.8.8,1883,tcp,http,1.5144419967365743,217,125,SF,0,7,11,1167,896,0,normal
1610018102.610261,192.168.1.5,30616,8.8.8.8,1883,tcp,http,0.5533855040916191,192,124,SF,0,8,12,860,1043,0,normal
1610018111.251125,192.168.1.10,41667,8.8.8.8,8888,tcp,mqtt,0.001,10,424,SF,0,5,12,1171,952,1,dos
1610018119.8919892,192.168.1.10,59209,10.0.0.1,80,tcp,ssl,1.5117517632614967,312,363,SF,0,12,12,701,1095,0,normal
1610018128.5328534,192.168.1.10,63689,8.8.8.8,443,tcp,http,99.0,50000,108,SF,0,7,6,511,806,1,injection
1610018137.1737173,192.168.1.5,21847,10.0.0.1,1883,udp,http,0.4823011224210968,377,409,SF,0,9,6,744,591,0,normal
1610018145.8145814,192.168.1.5,6996,8.8.8.8,8888,tcp,ssl,0.001,10,319,SF,0,7,6,751,890,1,dos
1610018154.4554455,192.168.1.5,16906,8.8.8.8,1883,udp,http,1.2295162727694764,203,375,SF,0,8,11,874,879,0,normal
1610018163.0963097,192.168.1.5,1882,10.0.0.1,443,udp,http,1.638671300598764,253,294,SF,0,13,12,983,557,0,normal
1610018171.7371738,192.168.1.10,6543,8.8.8.8,443,tcp,mqtt,0.21463318480100396,372,271,SF,0,7,14,585,960,0,normal
1610018180.3780377,192.168.1.10,24793,8.8.8.8,443,udp,ssl,0.5742570085716407,444,269,SF,0,12,5,1155,787,0,normal
1610018189.0189018,192.168.1.10,26044,8.8.8.8,1883,tcp,mqtt,0.8147985485214697,456,494,SF,0,10,12,1266,993,0,normal
1610018197.659766,192.168.1.5,43772,8.8.8.8,443,udp,http,0.44841659371751597,254,211,SF,0,10,12,1477,517,0,normal
1610018206.30063,192.168.1.5,38109,10.0.0.1,1883,tcp,http,1.1360549852620634,422,482,SF,0,5,9,1082,673,0,normal
1610018214.9414942,192.168.1.5,20862,8.8.8.8,9999,tcp,ssl,0.001,99999,270,SF,0,11,7,1191,1376,1,ddos
1610018223.5823581,192.168.1.10,45936,8.8.8.8,443,tcp,http,0.7013417198972037,379,313,SF,0,8,5,599,1019,0,normal
1610018232.2232223,192.168.1.10,13903,10.0.0.1,8888,tcp,mqtt,0.001,10,491,SF,0,12,8,1397,720,1,dos
1610018240.8640864,192.168.1.5,34822,8.8.8.8,1883,tcp,mqtt,0.7760609722671163,469,273,SF,0,13,11,1212,1351,0,normal
1610018249.5049505,192.168.1.10,43279,10.0.0.1,443,tcp,ssl,0.7520687281878524,365,389,SF,0,6,11,735,781,0,normal
1610018258.1458147,192.168.1.5,25314,8.8.8.8,443,udp,ssl,0.6042514981782857,391,167,SF,0,12,9,1361,1029,0,normal
1610018266.7866786,192.168.1.5,47097,8.8.8.8,8888,tcp,http,0.001,10,498,SF,0,12,10,655,1313,1,dos
1610018275.4275427,192.168.1.10,11279,8.8.8.8,6666,tcp,ssl,0.0001,309,245,SF,0,999,13,689,1392,1,scanning
1610018284.0684068,192.168.1.5,2471,10.0.0.1,8888,tcp,ssl,0.001,10,238,SF,0,7,11,1168,1141,1,dos
1610018292.709271,192.168.1.10,44029,10.0.0.1,80,tcp,http,0.12463589570657846,272,318,SF,0,9,6,1266,930,0,normal
1610018301.350135,192.168.1.5,30219,8.8.8.8,1883,tcp,http,0.38676612716454684,217,428,SF,0,6,6,710,989,0,normal
1610018309.990999,192.168.1.10,3874,10.0.0.1,443,tcp,mqtt,0.18138574284722456,413,124,SF,0,10,6,1001,1060,0,normal
1610018318.631863,192.168.1.10,29424,8.8.8.8,80,udp,mqtt,0.9200377839130209,182,351,SF,0,7,6,877,941,0,normal
1610018327.2727273,192.168.1.10,60436,10.0.0.1,1883,tcp,ssl,0.5276840224334808,181,314,SF,0,8,9,1487,843,0,normal
1610018335.9135914,192.168.1.5,12977,8.8.8.8,80,tcp,http,0.8988651317969766,122,264,SF,0,13,14,1372,1246,0,normal
1610018344.5544555,192.168.1.5,41898,10.0.0.1,9999,tcp,ssl,0.001,99999,493,SF,0,14,9,1323,1275,1,ddos
1610018353.1953194,192.168.1.10,60643,8.8.8.8,443,tcp,mqtt,1.122228140304477,405,180,SF,0,9,12,1036,777,0,normal
1610018361.8361835,192.168.1.10,24559,10.0.0.1,80,tcp,ssl,1.4753469746983416,499,407,SF,0,11,9,1360,1109,0,normal
1610018370.4770477,192.168.1.5,11024,10.0.0.1,8888,tcp,mqtt,0.001,10,176,SF,0,13,12,970,979,1,dos
1610018379.1179118,192.168.1.5,10527,10.0.0.1,6666,tcp,mqtt,0.0001,398,423,SF,0,999,10,1213,598,1,scanning
1610018387.758776,192.168.1.5,57128,10.0.0.1,80,tcp,ssl,0.13326991468832514,451,383,SF,0,5,14,540,908,0,normal
1610018396.3996398,192.168.1.10,16517,8.8.8.8,443,tcp,mqtt,0.5051392159273244,468,257,SF,0,6,8,1144,1210,0,normal
1610018405.040504,192.168.1.5,5079,8.8.8.8,443,udp,mqtt,0.9074382713196221,469,273,SF,0,7,14,1457,1089,0,normal
1610018413.681368,192.168.1.5,39194,10.0.0.1,1883,tcp,http,0.1853195543918079,310,267,SF,0,7,8,1258,927,0,normal
1610018422.3222322,192.168.1.10,60819,8.8.8.8,443,tcp,ssl,0.7226942291957891,181,248,SF,0,5,7,1128,656,0,normal
1610018430.9630964,192.168.1.5,33432,10.0.0.1,1883,tcp,ssl,1.7853488450007895,195,242,SF,0,13,13,980,1496,0,normal
1610018439.6039605,192.168.1.5,43073,8.8.8.8,1883,tcp,ssl,0.2710361415191218,145,230,SF,0,13,9,739,1496,0,normal
1610018448.2448244,192.168.1.5,35464,10.0.0.1,443,tcp,mqtt,1.9021813685621898,459,436,SF,0,8,12,945,1018,0,normal
1610018456.8856885,192.168.1.10,29275,8.8.8.8,80,udp,mqtt,1.7276763734673273,370,196,SF,0,13,8,618,1492,0,normal
1610018465.5265527,192.168.1.10,5556,8.8.8.8,6666,tcp,mqtt,0.0001,148,363,SF,0,999,7,1135,883,1,scanning
1610018474.1674168,192.168.1.10,5948,10.0.0.1,80,tcp,ssl,1.740951170664953,248,492,SF,0,12,10,860,1476,0,normal
1610018482.808281,192.168.1.10,49061,10.0.0.1,80,tcp,http,0.2520955039806679,174,477,SF,0,7,10,1144,1222,0,normal
1610018491.4491448,192.168.1.10,13570,10.0.0.1,8888,udp,ssl,0.001,10,445,SF,0,13,10,567,780,1,dos
1610018500.090009,192.168.1.10,27603,10.0.0.1,9999,tcp,ssl,0.001,99999,485,SF,0,8,6,920,1019,1,ddos
1610018508.730873,192.168.1.10,7109,10.0.0.1,443,tcp,ssl,0.3113594404276143,105,264,SF,0,12,10,625,1471,0,normal
1610018517.3717372,192.168.1.5,13414,8.8.8.8,80,tcp,http,0.7226513171112355,154,495,SF,0,6,9,823,886,0,normal
1610018526.0126014,192.168.1.5,14304,10.0.0.1,443,tcp,ssl,1.677412077606002,438,118,SF,0,11,9,1228,786,0,normal
1610018534.6534653,192.168.1.10,25142,8.8.8.8,8888,tcp,http,0.001,10,382,SF,0,6,7,531,1247,1,dos
1610018543.2943294,192.168.1.5,5888,10.0.0.1,9999,tcp,http,0.001,99999,115,SF,0,9,9,1281,955,1,ddos
1610018551.9351935,192.168.1.5,43108,8.8.8.8,443,tcp,ssl,1.3841886390991653,110,101,SF,0,13,14,974,567,0,normal
1610018560.5760577,192.168.1.10,35013,8.8.8.8,443,tcp,ssl,0.28415769405976254,482,109,SF,0,9,5,845,1299,0,normal
1610018569.2169218,192.168.1.5,36652,10.0.0.1,1883,tcp,ssl,0.7845319854876556,266,205,SF,0,8,5,690,634,0,normal
1610018577.8577857,192.168.1.5,27873,10.0.0.1,9999,tcp,mqtt,0.001,99999,116,SF,0,12,11,623,641,1,ddos
1610018586.4986498,192.168.1.5,28590,8.8.8.8,1883,udp,http,1.7098716418459006,173,303,SF,0,9,14,955,917,0,normal
1610018595.139514,192.168.1.5,11726,8.8.8.8,1883,tcp,ssl,1.0775524274883739,406,106,SF,0,13,11,785,696,0,normal
1610018603.780378,192.168.1.5,42220,10.0.0.1,443,tcp,http,1.328299771831688,264,300,SF,0,13,13,704,1023,0,normal
1610018612.4212422,192.168.1.10,16409,8.8.8.8,1883,tcp,mqtt,0.3451652425918469,284,145,SF,0,6,13,979,536,0,normal
1610018621.0621061,192.168.1.10,10360,8.8.8.8,8888,tcp,mqtt,0.001,10,277,SF,0,14,11,744,782,1,dos
1610018629.7029703,192.168.1.10,32249,8.8.8.8,443,tcp,ssl,0.7126590928376988,342,109,SF,0,13,14,1182,584,0,normal
1610018638.3438344,192.168.1.5,37045,8.8.8.8,443,tcp,http,1.4429937919020068,455,371,SF,0,12,13,680,876,0,normal
1610018646.9846985,192.168.1.10,4806,8.8.8.8,80,tcp,mqtt,1.9137897418395327,164,356,SF,0,14,14,1320,1088,0,normal
1610018655.6255627,192.168.1.5,24365,8.8.8.8,443,udp,mqtt,99.0,50000,236,SF,0,11,13,784,1100,1,injection
1610018664.2664266,192.168.1.5,50942,10.0.0.1,80,tcp,http,1.0643169915943256,290,112,SF,0,10,7,970,1045,0,normal
1610018672.9072907,192.168.1.5,52857,10.0.0.1,1883,tcp,mqtt,0.3227739047610586,241,288,SF,0,8,8,655,1309,0,normal
1610018681.5481548,192.168.1.5,25118,10.0.0.1,80,tcp,http,0.8415235572039453,137,243,SF,0,11,5,879,1331,0,normal
1610018690.189019,192.168.1.10,50135,10.0.0.1,80,tcp,ssl,1.7196833838749175,473,325,SF,0,10,6,1089,1247,0,normal
1610018698.829883,192.168.1.10,24890,8.8.8.8,9999,tcp,http,0.001,99999,385,SF,0,12,12,701,1059,1,ddos
1610018707.470747,192.168.1.5,55262,10.0.0.1,1883,tcp,ssl,1.843257848065249,479,304,SF,0,5,13,1466,516,0,normal
1610018716.1116111,192.168.1.10,58140,8.8.8.8,1883,tcp,http,1.3678878873346478,136,427,SF,0,7,13,676,1160,0,normal
1610018724.7524753,192.168.1.5,20073,8.8.8.8,80,tcp,mqtt,0.8998236866121729,326,282,SF,0,12,13,1003,770,0,normal
1610018733.3933394,192.168.1.10,43743,10.0.0.1,443,tcp,ssl,99.0,50000,110,SF,0,6,5,753,1037,1,injection
1610018742.0342035,192.168.1.10,32016,10.0.0.1,443,udp,http,0.38594355469973174,351,468,SF,0,13,12,1134,1428,0,normal
1610018750.6750674,192.168.1.5,50061,8.8.8.8,443,tcp,ssl,0.5132182569616888,466,430,SF,0,6,9,589,598,0,normal
1610018759.3159316,192.168.1.10,15591,10.0.0.1,1883,tcp,http,0.6441760114266782,234,147,SF,0,13,7,919,1357,0,normal
1610018767.9567957,192.168.1.5,45475,10.0.0.1,1883,tcp,http,0.8312076245313875,110,362,SF,0,11,10,1255,639,0,normal
1610018776.5976598,192.168.1.10,61183,8.8.8.8,443,udp,ssl,1.839491790486671,301,356,SF,0,8,8,1138,1007,0,normal
1610018785.238524,192.168.1.5,4537,8.8.8.8,1883,tcp,ssl,99.0,50000,186,SF,0,7,5,782,521,1,injection
1610018793.8793879,192.168.1.5,50671,8.8.8.8,80,tcp,ssl,1.09528695673382,337,131,SF,0,12,7,940,1469,0,normal
1610018802.520252,192.168.1.10,14359,8.8.8.8,6666,tcp,mqtt,0.0001,468,417,SF,0,999,6,1167,1468,1,scanning
1610018811.1611161,192.168.1.10,45164,8.8.8.8,1883,udp,http,1.4983490819989342,407,242,SF,0,11,5,609,727,0,normal
1610018819.8019803,192.168.1.5,39614,8.8.8.8,443,tcp,http,1.164533613226733,168,191,SF,0,14,14,913,1365,0,normal
1610018828.4428444,192.168.1.10,15861,10.0.0.1,8888,tcp,ssl,0.001,10,288,SF,0,5,13,1002,712,1,dos
1610018837.0837083,192.168.1.10,13146,10.0.0.1,80,udp,http,1.8996542845605677,170,177,SF,0,11,7,1311,852,0,normal
1610018845.7245724,192.168.1.5,35864,10.0.0.1,1883,udp,http,1.7922366038694897,370,432,SF,0,5,5,926,573,0,normal
1610018854.3654366,192.168.1.5,32031,8.8.8.8,443,udp,http,1.3530714174545448,248,133,SF,0,5,7,1066,1440,0,normal
1610018863.0063007,192.168.1.10,57971,8.8.8.8,6666,tcp,ssl,0.0001,181,247,SF,0,999,5,587,890,1,scanning
1610018871.6471648,192.168.1.5,42321,10.0.0.1,1883,tcp,http,1.1730854103728379,100,217,SF,0,14,5,1460,750,0,normal
1610018880.2880287,192.168.1.5,54125,10.0.0.1,9999,tcp,http,0.001,99999,123,SF,0,9,13,604,1202,1,ddos
1610018888.9288929,192.168.1.5,56209,10.0.0.1,443,tcp,mqtt,0.8779743119518538,109,127,SF,0,6,5,1422,1039,0,normal
1610018897.569757,192.168.1.10,28708,8.8.8.8,1883,udp,mqtt,0.26481396356110054,246,366,SF,0,11,9,1140,965,0,normal
1610018906.210621,192.168.1.10,27417,10.0.0.1,6666,udp,ssl,0.0001,473,342,SF,0,999,9,1021,1474,1,scanning
1610018914.8514853,192.168.1.5,58504,10.0.0.1,1883,tcp,http,0.41469988957048776,397,313,SF,0,5,5,1393,1307,0,normal
1610018923.4923491,192.168.1.10,52731,10.0.0.1,443,tcp,http,0.5778690745920796,193,137,SF,0,11,13,1054,1105,0,normal
1610018932.1332133,192.168.1.5,23778,8.8.8.8,8888,tcp,mqtt,0.001,10,308,SF,0,8,9,568,1484,1,dos
1610018940.7740774,192.168.1.10,21823,10.0.0.1,9999,tcp,ssl,0.001,99999,313,SF,0,8,6,892,1456,1,ddos
1610018949.4149415,192.168.1.5,39751,10.0.0.1,8888,tcp,ssl,0.001,10,228,SF,0,7,11,1334,805,1,dos
1610018958.0558057,192.168.1.5,10131,8.8.8.8,6666,tcp,http,0.0001,332,220,SF,0,999,13,784,1381,1,scanning
1610018966.6966696,192.168.1.10,63669,8.8.8.8,443,tcp,mqtt,1.9932740273966405,247,311,SF,0,6,8,1013,864,0,normal
1610018975.3375337,192.168.1.5,7017,8.8.8.8,9999,udp,mqtt,0.001,99999,260,SF,0,11,9,837,1105,1,ddos
1610018983.9783978,192.168.1.10,31829,8.8.8.8,443,tcp,mqtt,1.5790419152573119,367,208,SF,0,14,13,1391,963,0,normal
1610018992.619262,192.168.1.10,29138,8.8.8.8,80,tcp,http,0.3431846563723244,347,164,SF,0,12,6,513,765,0,normal
1610019001.260126,192.168.1.5,38813,10.0.0.1,9999,udp,http,0.001,99999,163,SF,0,6,9,1073,1292,1,ddos
1610019009.90099,192.168.1.5,60468,10.0.0.1,80,tcp,http,1.3132959582198203,197,108,SF,0,12,10,554,1407,0,normal
1610019018.5418541,192.168.1.10,53083,8.8.8.8,8888,tcp,mqtt,0.001,10,131,SF,0,11,7,1040,987,1,dos
1610019027.1827183,192.168.1.5,53090,8.8.8.8,80,tcp,ssl,99.0,50000,409,SF,0,14,14,760,1386,1,injection
1610019035.8235824,192.168.1.5,47338,8.8.8.8,8888,udp,http,0.001,10,224,SF,0,12,13,875,1012,1,dos
1610019044.4644465,192.168.1.5,43966,8.8.8.8,80,tcp,http,0.42062538802384664,212,381,SF,0,7,14,1249,572,0,normal
1610019053.1053104,192.168.1.5,17162,10.0.0.1,443,udp,ssl,99.0,50000,417,SF,0,10,12,696,711,1,injection
1610019061.7461746,192.168.1.5,54046,10.0.0.1,6666,tcp,ssl,0.0001,469,208,SF,0,999,8,1461,1305,1,scanning
1610019070.3870387,192.168.1.10,62896,8.8.8.8,8888,tcp,mqtt,0.001,10,269,SF,0,11,9,1050,1093,1,dos
1610019079.0279028,192.168.1.10,45551,8.8.8.8,1883,tcp,http,1.8000084249378487,345,275,SF,0,8,12,650,1232,0,normal
1610019087.668767,192.168.1.5,10214,8.8.8.8,80,tcp,mqtt,1.1504514871490765,366,489,SF,0,8,14,1234,664,0,normal
1610019096.3096309,192.168.1.5,27747,8.8.8.8,8888,udp,http,0.001,10,344,SF,0,13,14,751,942,1,dos
1610019104.950495,192.168.1.5,55261,10.0.0.1,80,tcp,mqtt,1.8602557878293742,438,473,SF,0,11,5,997,1380,0,normal
1610019113.5913591,192.168.1.10,13910,8.8.8.8,1883,udp,mqtt,0.9770419377980697,275,355,SF,0,12,12,1283,895,0,normal
1610019122.2322233,192.168.1.5,56722,8.8.8.8,8888,udp,ssl,0.001,10,385,SF,0,10,10,905,1432,1,dos
1610019130.8730874,192.168.1.10,17803,10.0.0.1,1883,tcp,http,0.53759712005458,213,331,SF,0,6,11,1230,1107,0,normal
1610019139.5139513,192.168.1.10,29198,8.8.8.8,1883,tcp,ssl,1.9820180557222102,193,250,SF,0,7,8,1424,1023,0,normal
1610019148.1548154,192.168.1.10,30110,10.0.0.1,443,tcp,ssl,0.6288016547824103,349,202,SF,0,8,10,1464,1067,0,normal
1610019156.7956796,192.168.1.5,18346,8.8.8.8,80,tcp,ssl,1.5882832771638073,454,124,SF,0,6,14,1255,1368,0,normal
1610019165.4365437,192.168.1.10,43620,8.8.8.8,1883,tcp,http,0.6946412142949293,167,240,SF,0,5,14,639,1434,0,normal
1610019174.0774078,192.168.1.5,61092,10.0.0.1,443,tcp,mqtt,0.6947802979705915,248,252,SF,0,13,8,512,703,0,normal
1610019182.7182717,192.168.1.10,36302,8.8.8.8,443,tcp,mqtt,0.29733956073179757,104,372,SF,0,14,14,1133,939,0,normal
1610019191.3591359,192.168.1.5,54812,10.0.0.1,443,tcp,http,1.1638020405135017,345,207,SF,0,6,14,625,1492,0,normal
